,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
498,Data Engineer,$95K-$99K,3.3,Thrivent,"Chicago, IL","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Northwestern Mutual, State Farm",0,95000,99000
499,Data Engineer,$95K-$99K,4.5,Involgix,"Chicago, IL","Austin, TX",51 to 200 employees,0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,95000,99000
500,Data Engineer,$95K-$99K,3.9,PayPal,"Chicago, IL","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,95000,99000
501,Data Engineer,$95K-$99K,5,SIMPLIFIED IT SOLUTIONS Inc,"Chicago, IL","Boulder, CO",1 to 50 employees,0,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,95000,99000
502,Data Engineer,$95K-$99K,4.7,Couchbase,"Chicago, IL","Santa Clara, CA",201 to 500 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataStax, MongoDB, Redis Labs",0,95000,99000
503,Data Engineer,$95K-$99K,2.6,Interior Systems,"Downers Grove, IL","Milwaukee, WI",201 to 500 employees,0,Company - Private,Architectural & Engineering Services,Business Services,$50 to $100 million (USD),0,0,95000,99000
504,Data Engineer,$95K-$99K,3.5,Integral Ad Science,"Chicago, IL","New York, NY",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,0,95000,99000
505,Data Engineer,$95K-$99K,4.1,Collabera,"Chicago, IL","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",0,95000,99000
506,Data Engineer,$95K-$99K,3.2,Net2Source Inc.,"Chicago, IL","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,95000,99000
507,Data Engineer,$95K-$99K,4.7,SADA,"Chicago, IL","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,95000,99000
508,Data Engineer,$95K-$99K,4,CYNET SYSTEMS,"Chicago, IL","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,95000,99000
509,Data Engineer,$95K-$99K,3.2,Constellation Brands,"Chicago, IL","Victor, NY",5001 to 10000 employees,1945,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD),"Diageo, Anheuser-Busch InBev, E. & J. Gallo Winery",0,95000,99000
510,Data Engineer,$95K-$99K,3.7,ServiceNow,"Chicago, IL","Santa Clara, CA",10000+ employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),"BMC Software, CA Technologies, Salesforce",0,95000,99000
511,Data Engineer,$95K-$99K,-1,Multivision Inc-IL,"Elmhurst, IL",0,0,0,0,0,0,0,0,0,95000,99000
512,Data Engineer,$95K-$99K,-1,"Baker Tilly Virchow Krause, LLP","Chicago, IL",0,0,0,0,0,0,0,0,0,95000,99000
513,Data Engineer,$95K-$99K,3.9,Balyasny Asset Management,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,0,0,95000,99000
514,Data Engineer,$95K-$99K,3.9,Themesoft Inc,"Chicago, IL","Plano, TX",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,95000,99000
515,Data Engineer,$95K-$99K,2.6,Donnelley Financial Solutions,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2016,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Broadridge, Intralinks",0,95000,99000
516,Data Engineer,$95K-$99K,4.4,McKinsey & Company,"Chicago, IL","New York, NY",10000+ employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Boston Consulting Group, Bain & Company, Strategy&",0,95000,99000
517,Data Engineer,$95K-$99K,3.9,JPMorgan Chase,"Chicago, IL","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,95000,99000
518,Data Engineer,$95K-$99K,3.2,PDI Software,"Chicago, IL","Atlanta, GA",501 to 1000 employees,1983,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Blue Yonder, SAP, NCR",True,95000,99000
519,Data Engineer,$95K-$99K,3.5,American Family Insurance,"Chicago, IL","Madison, WI",5001 to 10000 employees,1927,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"State Farm, Farmers Insurance Group, Nationwide",0,95000,99000
520,Data Engineer,$95K-$99K,4.4,Google,"Chicago, IL","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,95000,99000
521,Data Engineer,$95K-$99K,3.4,Allstate,"Chicago, IL","Northbrook, IL",10000+ employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Progressive Insurance, State Farm, Farmers Insurance Group",0,95000,99000
522,Data Engineer,$95K-$99K,3.7,ServiceNow,"Chicago, IL","Santa Clara, CA",10000+ employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),"BMC Software, CA Technologies, Salesforce",0,95000,99000
523,Data Engineer,$95K-$99K,3.9,Rush University Medical Center,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1837,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),0,0,95000,99000
524,Data Engineer,$95K-$99K,3.3,ActiveCampaign,"Chicago, IL","Chicago, IL",501 to 1000 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"HubSpot, Keap, Ontraport",0,95000,99000
525,Data Engineer,$95K-$99K,3.2,Uline,"Chicago, IL","Pleasant Prairie, WI",5001 to 10000 employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,"The Home Depot, Foxconn, Amazon",0,95000,99000
526,Data Engineer,$67K-$72K,3.7,Riskonnect,"Chicago, IL","Kennesaw, GA",201 to 500 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,67000,72000
527,Data Engineer,$67K-$72K,4.7,SADA,"Chicago, IL","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,67000,72000
528,Data Engineer,$67K-$72K,3.7,Relativity,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67000,72000
529,Data Engineer,$67K-$72K,3.6,Yello,"Chicago, IL","Chicago, IL",51 to 200 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67000,72000
530,Data Engineer,$67K-$72K,3.7,eTeam Inc.,"Chicago, IL","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",0,67000,72000
531,Data Engineer,$67K-$72K,-1,nOCD,"Chicago, IL",0,0,0,0,0,0,0,0,0,67000,72000
532,Data Engineer,$67K-$72K,4,Centro,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",0,67000,72000
533,Data Engineer,$67K-$72K,3.1,Keylent,"Chicago, IL","Wilmington, DE",1 to 50 employees,0,Unknown,0,0,Unknown / Non-Applicable,0,0,67000,72000
534,Data Engineer,$67K-$72K,3.3,IT Staffing,"Chicago, IL","Woodcliff Lake, NJ",1 to 50 employees,0,Company - Private,Consulting,Business Services,$1 to $5 million (USD),0,0,67000,72000
535,Data Engineer,$67K-$72K,3.1,Collective Health,"Chicago, IL","San Francisco, CA",201 to 500 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,67000,72000
536,Data Engineer,$67K-$72K,4.4,Google,"Chicago, IL","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,67000,72000
537,Data Engineer,$67K-$72K,3.9,Edgilent Corp.,"Chicago, IL","Schaumburg, IL",1 to 50 employees,2015,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $5 million (USD),0,0,67000,72000
